t,ax,ay,az,gx,gy,gz,m1,m2,m3,q0,q1,q2,q3,y,p,r
6556344,995.24,-51.51,-144.04,-0.92,-2.09,0.10,14,66,266,0.04,-0.76,-0.00,-0.65,-12.53,-80.47,-159.87
6573884,986.94,-52.37,-152.10,-0.57,-1.85,0.25,14,66,266,0.04,-0.76,-0.00,-0.65,-12.42,-80.49,-160.01
6595044,993.53,-48.83,-154.54,-0.90,-1.96,0.64,14,66,266,0.04,-0.76,-0.00,-0.65,-12.10,-80.46,-160.46
6612612,994.87,-50.66,-149.90,-0.58,-2.02,0.51,14,66,266,0.04,-0.76,-0.00,-0.65,-11.94,-80.48,-160.69
6633032,997.56,-67.50,-149.78,0.21,-1.85,0.21,14,66,266,0.04,-0.76,-0.00,-0.65,-12.28,-80.49,-160.22
6653464,995.36,-86.06,-155.27,0.56,-2.06,0.09,14,66,266,0.04,-0.76,-0.00,-0.65,-13.18,-80.39,-159.00
6673892,992.80,-69.58,-153.93,-0.01,-2.19,0.22,14,66,266,0.04,-0.76,-0.00,-0.65,-13.63,-80.32,-158.39
6694308,999.63,-56.40,-151.00,-0.28,-2.27,0.21,14,66,266,0.04,-0.76,-0.00,-0.65,-13.41,-80.36,-158.69
6715436,993.16,-62.62,-156.74,-0.11,-2.07,-0.36,14,66,266,0.04,-0.76,-0.00,-0.65,-13.32,-80.36,-158.79
6735872,987.67,-59.57,-163.94,-0.89,-1.95,0.07,14,66,266,0.04,-0.76,-0.00,-0.65,-13.26,-80.28,-158.88
6756232,995.24,-32.23,-157.10,-1.66,-2.01,0.52,14,66,266,0.04,-0.76,-0.00,-0.65,-12.33,-80.28,-160.15
6776608,1001.71,-55.66,-150.76,-0.82,-2.12,0.05,14,66,266,0.04,-0.76,-0.00,-0.65,-12.06,-80.34,-160.53
6797088,992.68,-80.81,-159.18,0.70,-1.97,-0.14,14,66,266,0.04,-0.76,-0.00,-0.65,-12.70,-80.29,-159.65
6817508,985.84,-72.14,-163.70,-0.39,-1.99,0.66,14,66,266,0.04,-0.76,-0.00,-0.65,-13.20,-80.18,-158.98
6837904,994.14,-31.74,-155.76,-2.84,-2.14,0.86,14,66,266,0.04,-0.76,-0.00,-0.65,-12.48,-80.21,-159.98
6858984,994.75,-41.63,-150.51,-1.58,-1.95,0.40,14,66,266,0.04,-0.76,-0.00,-0.65,-11.68,-80.34,-161.10
6879408,987.92,-54.44,-161.38,0.60,-1.65,0.15,14,66,266,0.04,-0.76,-0.00,-0.65,-11.54,-80.32,-161.27
6899844,990.84,-57.13,-168.21,0.89,-1.46,0.76,14,66,266,0.04,-0.76,-0.00,-0.65,-11.64,-80.24,-161.11
6920284,992.07,-42.36,-161.01,0.02,-1.61,0.61,14,66,266,0.04,-0.76,-0.00,-0.65,-11.34,-80.21,-161.50
6940716,999.39,-72.63,-151.00,-0.60,-1.73,0.38,14,66,266,0.04,-0.76,-0.00,-0.65,-11.72,-80.27,-161.00
6961128,992.68,-88.99,-160.89,-0.70,-1.53,0.48,14,66,266,0.04,-0.76,-0.00,-0.65,-12.65,-80.18,-159.76
6981524,992.68,-78.61,-163.57,-2.09,-1.46,0.64,14,66,266,0.04,-0.76,-0.00,-0.65,-13.46,-80.06,-158.71
6999120,993.16,-53.47,-161.13,-2.59,-1.56,0.31,14,66,266,0.04,-0.76,-0.00,-0.65,-13.37,-80.04,-158.86
7019540,991.33,-52.37,-157.47,-1.91,-1.40,-0.11,14,66,266,0.04,-0.76,-0.00,-0.65,-12.91,-80.06,-159.50
7039892,991.70,-62.01,-158.81,-1.80,-1.38,-0.19,14,66,266,0.04,-0.76,-0.00,-0.65,-12.86,-80.07,-159.59
7060304,989.14,-58.59,-157.84,-1.88,-1.24,-0.35,14,66,266,0.04,-0.76,-0.00,-0.65,-12.86,-80.07,-159.61
7080704,991.09,-57.50,-158.20,-1.42,-0.90,-0.49,14,66,266,0.04,-0.76,-0.00,-0.65,-12.71,-80.09,-159.82
7101132,999.88,-78.37,-158.57,-1.32,-0.89,-1.19,14,66,266,0.04,-0.76,-0.00,-0.65,-13.09,-80.09,-159.31
7122404,992.31,-79.35,-166.02,-2.03,-0.87,-1.13,14,66,266,0.04,-0.76,-0.00,-0.65,-13.60,-80.03,-158.63
7142956,991.82,-61.28,-167.36,-2.78,-0.86,-0.89,14,66,266,0.04,-0.76,-0.00,-0.65,-13.58,-79.98,-158.69
7163416,997.19,-43.33,-153.32,-2.70,-0.71,-1.19,14,66,266,0.04,-0.76,-0.00,-0.65,-12.86,-80.09,-159.70
7183876,998.54,-61.89,-152.83,-1.37,-0.53,-1.59,14,66,266,0.04,-0.76,-0.00,-0.65,-12.65,-80.19,-159.98
7204336,988.77,-66.53,-156.74,-0.56,-0.63,-1.24,14,66,266,0.04,-0.76,-0.00,-0.65,-12.92,-80.19,-159.60
7225576,992.31,-47.97,-149.54,-1.98,-0.72,-0.62,14,66,266,0.04,-0.76,-0.00,-0.65,-12.79,-80.23,-159.78
7246016,1000.98,-41.50,-151.25,-2.11,-0.72,-0.93,14,66,266,0.04,-0.76,-0.00,-0.65,-12.19,-80.35,-160.59
7266504,1001.22,-88.38,-147.34,-1.34,-0.53,-1.32,14,66,266,0.04,-0.76,-0.00,-0.65,-12.73,-80.39,-159.88
7286996,992.55,-100.59,-156.74,-1.19,-0.43,-1.80,14,66,266,0.04,-0.76,-0.00,-0.65,-14.04,-80.31,-158.11
7307476,989.50,-64.58,-159.79,-3.07,-0.34,-1.21,14,66,266,0.04,-0.76,0.00,-0.65,-14.23,-80.25,-157.88
7327956,994.38,-30.76,-152.83,-4.26,-0.57,-1.36,14,66,266,0.04,-0.76,-0.00,-0.65,-13.31,-80.35,-159.16
7348396,999.02,-52.37,-139.40,-3.46,-0.65,-2.34,14,66,266,0.04,-0.76,-0.00,-0.65,-12.61,-80.55,-160.14
7369492,991.33,-65.92,-146.85,-1.38,-1.21,-2.46,14,66,266,0.04,-0.76,-0.00,-0.65,-12.62,-80.62,-160.13
7387080,989.38,-61.89,-159.42,-1.02,-0.89,-1.85,14,66,266,0.04,-0.76,-0.00,-0.65,-12.67,-80.60,-160.04
7407456,994.14,-31.49,-161.62,-2.21,-0.64,-2.14,14,66,266,0.04,-0.76,-0.00,-0.65,-11.92,-80.59,-161.04
7425076,992.07,11.84,-149.78,-3.40,-1.32,-1.50,14,66,266,0.03,-0.76,-0.01,-0.65,-9.86,-80.72,-163.82
7445384,997.19,-18.07,-146.36,-1.95,-1.33,-1.49,14,66,266,0.03,-0.76,-0.01,-0.65,-8.27,-80.87,-165.97
7466428,991.70,-64.58,-146.97,0.37,-0.79,-2.34,14,66,266,0.03,-0.76,-0.01,-0.65,-8.70,-80.94,-165.36
7498108,989.38,-60.06,-152.71,0.64,-0.74,-2.06,14,66,266,0.03,-0.76,-0.01,-0.65,-9.51,-80.87,-164.21
7515644,997.19,-7.32,-150.27,-1.34,-0.75,-0.68,14,66,266,0.03,-0.76,-0.01,-0.65,-8.33,-80.92,-165.78
7536724,1004.39,-68.12,-139.04,-0.59,-0.89,-0.95,14,66,266,0.03,-0.76,-0.01,-0.65,-8.34,-81.01,-165.78
7557148,993.53,-76.05,-143.43,1.12,-0.63,-1.32,14,66,266,0.03,-0.76,-0.01,-0.65,-9.74,-81.01,-163.87
7578268,990.48,-49.44,-159.18,1.65,-0.53,-0.75,14,66,266,0.04,-0.76,-0.01,-0.65,-10.49,-80.95,-162.81
7595868,991.33,-6.59,-156.25,0.58,-0.59,-0.31,14,66,266,0.03,-0.76,-0.01,-0.65,-9.53,-80.94,-164.06
7616928,995.85,-2.56,-144.41,-0.60,-1.06,0.41,14,66,266,0.03,-0.76,-0.01,-0.65,-7.70,-81.04,-166.49
7637232,996.95,-36.62,-141.85,-0.14,-1.01,0.17,14,66,266,0.03,-0.76,-0.01,-0.65,-7.38,-81.13,-166.91
7657616,991.82,-44.56,-148.32,0.95,-0.77,0.46,14,66,266,0.03,-0.76,-0.01,-0.65,-7.97,-81.14,-166.11
7677980,995.73,-32.23,-144.17,0.69,-0.92,0.96,14,66,266,0.03,-0.76,-0.01,-0.65,-7.97,-81.16,-166.09
7698352,1006.71,-63.48,-138.18,0.79,-1.37,0.20,14,66,266,0.03,-0.76,-0.01,-0.65,-8.68,-81.22,-165.12
7718760,999.15,-90.70,-144.04,0.53,-1.39,-0.05,14,66,266,0.04,-0.76,-0.01,-0.65,-10.39,-81.14,-162.82
7739152,990.11,-59.20,-159.79,-1.59,-1.45,0.89,14,66,266,0.04,-0.76,-0.01,-0.65,-11.25,-80.98,-161.69
7760340,992.80,6.47,-144.65,-3.14,-1.78,0.99,14,66,266,0.04,-0.76,-0.01,-0.65,-10.19,-80.98,-163.15
7780664,1002.20,-10.74,-133.06,-1.61,-1.81,0.64,14,66,266,0.03,-0.76,-0.01,-0.65,-8.57,-81.17,-165.35
7801836,996.34,-71.29,-140.26,1.02,-1.66,-0.10,14,66,266,0.03,-0.76,-0.01,-0.65,-9.44,-81.23,-164.17
7822208,996.22,-91.67,-156.37,-0.17,-2.01,0.34,14,66,266,0.04,-0.76,-0.01,-0.65,-10.98,-81.05,-162.08
7842660,996.58,-60.79,-147.46,-3.35,-2.08,0.46,14,66,266,0.04,-0.76,-0.00,-0.65,-11.70,-80.95,-161.18
7863896,992.55,-37.23,-147.58,-3.91,-2.28,0.77,14,66,266,0.04,-0.76,-0.00,-0.65,-11.64,-80.96,-161.32
7884380,990.11,-30.88,-161.01,-4.33,-2.11,1.16,14,66,266,0.04,-0.76,-0.00,-0.65,-10.87,-80.89,-162.40
7905640,1003.17,-56.15,-144.78,-5.52,-2.11,0.72,14,66,266,0.04,-0.76,-0.00,-0.65,-10.93,-80.88,-162.42
7926176,996.22,-68.12,-144.53,-3.66,-1.81,-0.58,14,66,266,0.04,-0.76,-0.00,-0.65,-11.59,-80.87,-161.59
7946648,1000.49,-83.62,-151.12,-0.96,-1.69,-1.01,14,66,266,0.04,-0.76,-0.00,-0.65,-12.50,-80.81,-160.36
7968000,995.12,-53.10,-154.05,-2.43,-2.04,-0.55,14,66,266,0.04,-0.76,-0.00,-0.65,-12.86,-80.71,-159.87
7985660,994.14,-30.88,-145.26,-4.10,-2.14,-0.39,14,66,266,0.04,-0.76,-0.00,-0.65,-12.27,-80.75,-160.68
8006152,998.17,-13.18,-139.53,-3.95,-2.02,-0.76,14,66,266,0.03,-0.76,-0.00,-0.65,-10.91,-80.91,-162.54
8023804,998.54,-41.99,-141.36,-1.81,-2.19,-1.31,14,66,266,0.03,-0.76,-0.00,-0.65,-10.25,-80.98,-163.42
8044320,993.29,-51.27,-145.26,-0.42,-2.16,-1.91,14,66,266,0.03,-0.76,-0.00,-0.65,-10.30,-81.00,-163.33
8064828,994.75,-32.84,-148.56,-0.91,-2.30,-1.23,14,66,266,0.03,-0.76,-0.01,-0.65,-9.87,-81.01,-163.87
8085228,995.85,-14.89,-145.63,-1.49,-2.71,-1.27,14,66,266,0.03,-0.76,-0.01,-0.65,-8.84,-81.05,-165.24
8105556,1001.34,-22.58,-140.87,-0.20,-2.96,-1.30,14,66,266,0.03,-0.76,-0.01,-0.65,-7.66,-81.12,-166.79
8125948,992.07,-34.91,-146.85,1.69,-3.01,-1.08,14,66,266,0.03,-0.76,-0.01,-0.65,-7.45,-81.14,-167.02
8146288,989.26,-31.01,-158.20,2.46,-2.89,-0.81,14,66,266,0.03,-0.76,-0.01,-0.65,-7.21,-81.04,-167.25
8167372,999.02,-23.32,-150.27,0.89,-3.33,0.21,14,66,266,0.03,-0.76,-0.01,-0.65,-6.74,-80.98,-167.83
8187668,995.00,-32.84,-148.44,0.46,-3.45,0.37,14,66,266,0.03,-0.76,-0.01,-0.65,-6.52,-80.96,-168.10
8208688,998.29,-67.75,-158.81,0.11,-3.46,0.24,14,66,266,0.03,-0.76,-0.01,-0.65,-7.40,-80.86,-166.91
8229052,996.83,-70.31,-165.28,-0.75,-2.99,0.04,14,66,266,0.03,-0.76,-0.01,-0.65,-8.44,-80.69,-165.52
8249412,993.04,-61.28,-163.45,-2.23,-2.78,-0.35,14,66,266,0.03,-0.76,-0.01,-0.65,-9.02,-80.53,-164.77
8269772,995.97,-67.50,-165.41,-2.58,-2.71,-1.22,14,66,266,0.04,-0.76,-0.01,-0.65,-9.56,-80.41,-164.08
8290232,994.38,-73.12,-169.80,-3.40,-2.36,-1.99,14,66,266,0.04,-0.76,-0.00,-0.65,-10.07,-80.25,-163.43
8311528,995.73,-65.19,-164.92,-4.63,-2.33,-2.65,14,66,266,0.04,-0.76,-0.00,-0.65,-10.56,-80.14,-162.84
8332016,994.87,-50.05,-160.40,-5.10,-2.21,-2.97,14,66,266,0.04,-0.76,-0.00,-0.65,-10.38,-80.14,-163.14
8352468,994.87,-37.84,-161.13,-5.14,-2.17,-3.13,14,66,266,0.03,-0.76,-0.00,-0.65,-9.84,-80.17,-163.92
8370136,993.90,-30.27,-162.60,-4.99,-1.98,-3.12,14,66,266,0.03,-0.76,-0.00,-0.65,-9.16,-80.20,-164.88
8391388,989.99,-16.24,-158.81,-3.56,-1.77,-2.99,14,66,266,0.03,-0.76,-0.01,-0.65,-8.05,-80.27,-166.40
8423160,987.43,-8.79,-159.91,-2.63,-1.69,-3.03,14,66,266,0.03,-0.76,-0.01,-0.65,-5.85,-80.38,-169.35
8443476,994.63,-13.18,-159.79,0.81,-1.61,-2.50,14,66,266,0.03,-0.76,-0.01,-0.65,-4.83,-80.45,-170.66
8463832,992.19,-12.94,-163.70,1.26,-1.40,-2.05,14,66,266,0.03,-0.76,-0.01,-0.65,-4.13,-80.44,-171.53
8484140,991.82,-8.42,-160.89,1.89,-1.27,-1.45,14,66,266,0.03,-0.76,-0.01,-0.65,-3.41,-80.46,-172.43
8504400,994.63,-4.52,-152.34,3.22,-1.35,-0.24,14,66,266,0.02,-0.76,-0.01,-0.65,-2.72,-80.53,-173.27
8524668,1002.56,-19.29,-149.66,3.65,-1.63,0.28,14,66,266,0.02,-0.76,-0.01,-0.65,-2.61,-80.65,-173.34
8545000,1003.54,-60.67,-150.27,3.82,-1.56,-0.11,14,66,266,0.03,-0.76,-0.01,-0.65,-3.98,-80.71,-171.43
8566100,993.04,-62.87,-162.96,2.14,-1.05,0.69,14,66,266,0.03,-0.76,-0.01,-0.65,-5.43,-80.64,-169.43
8586332,1001.83,-52.12,-160.03,0.84,-1.52,0.97,14,66,266,0.03,-0.76,-0.01,-0.65,-6.44,-80.58,-168.05
8607396,1008.54,-45.04,-143.92,0.84,-1.59,0.50,14,66,266,0.03,-0.76,-0.01,-0.65,-6.85,-80.62,-167.49
8624920,1000.98,-72.88,-148.32,1.79,-1.37,0.34,14,66,266,0.03,-0.76,-0.01,-0.65,-7.90,-80.67,-166.07
8646052,1001.83,-114.50,-154.66,1.05,0.07,-0.34,14,66,266,0.04,-0.76,-0.01,-0.65,-10.03,-80.58,-163.20
8663664,1009.89,-118.77,-153.69,-1.10,0.09,-1.36,14,66,266,0.04,-0.76,-0.00,-0.65,-12.06,-80.48,-160.48
8684164,998.90,-86.91,-161.13,-3.23,0.69,-1.69,14,66,266,0.04,-0.76,-0.00,-0.65,-13.20,-80.37,-159.00
8701728,980.22,-21.48,-164.67,-4.52,1.40,-1.43,14,66,266,0.04,-0.76,-0.00,-0.65,-12.54,-80.41,-159.96
8722160,974.24,41.26,-168.09,-3.83,0.98,-2.16,14,66,266,0.04,-0.76,-0.01,-0.65,-10.01,-80.52,-163.40
8743240,971.19,122.19,-167.24,-0.96,-0.15,-1.67,14,66,266,0.03,-0.76,-0.01,-0.65,-5.78,-80.67,-169.08
8763516,974.24,142.46,-168.21,1.24,-0.69,-0.50,14,66,266,0.02,-0.76,-0.02,-0.65,-1.09,-80.73,-175.32
8783864,996.34,52.00,-149.78,2.32,-1.17,0.63,14,66,266,0.02,-0.76,-0.02,-0.65,2.15,-80.78,-179.60
8804120,996.83,-17.46,-146.24,2.57,-1.56,0.55,14,66,266,0.02,-0.76,-0.02,-0.65,2.14,-80.90,-179.55
8824408,993.77,-87.40,-157.47,1.34,-1.01,1.01,14,66,266,0.02,-0.76,-0.02,-0.65,-0.57,-80.88,-175.91
8845424,997.68,-67.99,-164.55,-0.25,-1.19,0.45,14,66,266,0.03,-0.76,-0.02,-0.65,-3.12,-80.78,-172.50
8865608,997.80,-51.27,-158.33,-0.33,-1.62,-0.01,14,66,266,0.03,-0.76,-0.01,-0.65,-4.32,-80.71,-170.92
8886584,989.38,-31.62,-158.57,2.01,-2.06,-0.65,14,66,266,0.03,-0.76,-0.01,-0.65,-4.95,-80.67,-170.04
8906832,990.36,-15.01,-158.08,2.93,-1.85,0.04,14,66,266,0.03,-0.76,-0.01,-0.65,-4.59,-80.65,-170.48
8927008,1001.59,4.27,-145.02,2.88,-1.63,0.72,14,66,266,0.03,-0.76,-0.02,-0.65,-3.58,-80.75,-171.78
8947224,1003.66,-8.79,-137.45,3.18,-1.20,0.72,14,66,266,0.03,-0.76,-0.02,-0.65,-2.91,-80.95,-172.62
8967468,1001.22,-66.89,-148.07,3.12,-1.08,0.28,14,66,266,0.03,-0.76,-0.02,-0.65,-4.23,-81.00,-170.82
8987728,994.38,-67.38,-160.03,1.64,-1.05,0.39,14,66,266,0.03,-0.76,-0.01,-0.65,-5.88,-80.90,-168.59
9005196,990.60,-14.28,-160.40,-1.46,-1.42,1.49,14,66,266,0.03,-0.76,-0.01,-0.65,-5.83,-80.84,-168.68
9025420,997.56,2.08,-148.07,-1.86,-1.68,1.30,14,66,266,0.03,-0.76,-0.01,-0.65,-4.89,-80.89,-169.99
9046248,996.34,-32.23,-146.85,-1.00,-1.59,1.02,14,66,266,0.03,-0.76,-0.01,-0.65,-4.40,-80.99,-170.69
9066460,989.14,-48.46,-154.05,-1.56,-1.20,1.46,14,66,266,0.03,-0.76,-0.01,-0.65,-5.28,-80.94,-169.55
9086692,1005.98,-53.71,-141.36,-3.32,-1.11,1.07,14,66,266,0.03,-0.76,-0.01,-0.65,-6.54,-80.97,-167.94
9107008,1003.78,-45.53,-139.77,-2.70,-1.35,-0.12,14,66,266,0.03,-0.76,-0.01,-0.65,-7.18,-81.05,-167.15
9127372,997.68,-76.05,-154.30,-0.67,-1.35,-0.11,14,66,266,0.03,-0.76,-0.01,-0.65,-8.58,-80.98,-165.30
9147656,1001.46,-58.72,-159.55,-0.95,-1.18,0.17,14,66,266,0.03,-0.76,-0.01,-0.65,-9.32,-80.86,-164.31
9167996,995.73,-17.21,-147.58,-2.37,-1.46,-0.08,14,66,266,0.03,-0.76,-0.01,-0.65,-8.78,-80.90,-165.07
9188988,996.95,-0.49,-139.40,-1.37,-1.66,-0.22,14,66,266,0.03,-0.76,-0.01,-0.65,-7.20,-81.06,-167.21
9209184,990.36,-2.44,-148.44,-0.47,-1.70,0.28,14,66,266,0.03,-0.76,-0.01,-0.65,-6.04,-81.13,-168.74
9230076,998.17,1.71,-148.44,0.28,-1.59,0.95,14,66,266,0.03,-0.76,-0.01,-0.65,-4.87,-81.16,-170.31
9250220,993.29,15.26,-142.21,1.45,-1.65,1.19,14,66,266,0.03,-0.76,-0.01,-0.65,-3.52,-81.23,-172.08
9270412,996.95,-3.78,-139.77,3.11,-2.01,1.75,14,66,266,0.03,-0.76,-0.02,-0.65,-2.57,-81.33,-173.29
9290624,1000.00,-36.62,-143.55,4.14,-2.14,1.26,14,66,266,0.03,-0.76,-0.02,-0.65,-3.13,-81.35,-172.47
9308096,992.55,-63.35,-161.74,3.81,-2.05,1.50,14,66,266,0.03,-0.76,-0.01,-0.65,-4.55,-81.22,-170.52
9328308,993.65,-54.69,-164.06,2.62,-2.04,1.44,14,66,266,0.03,-0.76,-0.01,-0.65,-5.76,-81.04,-168.86
9363484,996.58,-50.78,-162.35,1.38,-2.08,1.09,14,66,266,0.03,-0.76,-0.01,-0.65,-6.97,-80.81,-167.20
9381648,995.85,-85.45,-159.18,-0.19,-1.99,-0.88,14,66,266,0.04,-0.76,-0.01,-0.65,-8.49,-80.70,-165.19
9401964,989.99,-65.67,-157.71,-0.80,-1.79,-0.76,14,66,266,0.04,-0.76,-0.01,-0.65,-9.42,-80.60,-163.96
9422300,997.31,-3.42,-147.83,-1.46,-2.10,-0.35,14,66,266,0.04,-0.76,-0.01,-0.65,-8.50,-80.66,-165.22
9442572,999.02,8.42,-141.60,-1.04,-2.34,-0.20,14,66,266,0.03,-0.76,-0.01,-0.65,-6.70,-80.83,-167.65
9462780,997.07,-28.44,-148.93,0.43,-2.49,-0.05,14,66,266,0.03,-0.76,-0.01,-0.65,-6.14,-80.91,-168.40
9483764,995.73,-31.25,-159.67,0.66,-2.14,0.69,14,66,266,0.03,-0.76,-0.01,-0.65,-6.27,-80.86,-168.21
9504060,1002.93,-28.81,-152.95,0.69,-2.43,1.05,14,66,266,0.03,-0.76,-0.01,-0.65,-6.17,-80.84,-168.33
9525116,989.62,-18.43,-157.10,1.62,-2.63,1.24,14,66,266,0.03,-0.76,-0.01,-0.65,-5.98,-80.83,-168.57
9545372,990.48,-17.21,-160.28,1.05,-2.62,2.14,14,66,266,0.03,-0.76,-0.01,-0.65,-5.58,-80.77,-169.10
9565608,993.16,2.44,-154.54,0.95,-2.66,2.56,14,66,266,0.03,-0.76,-0.01,-0.65,-4.82,-80.77,-170.10
9585740,990.97,-9.77,-156.01,2.61,-2.38,2.71,14,66,266,0.03,-0.76,-0.01,-0.65,-4.17,-80.76,-170.96
9605908,992.80,-40.04,-161.01,4.99,-1.98,2.66,14,66,266,0.03,-0.76,-0.01,-0.65,-4.63,-80.69,-170.27
9626108,994.14,-57.50,-159.91,4.61,-2.17,2.78,14,66,266,0.03,-0.76,-0.01,-0.65,-5.79,-80.60,-168.66
9643556,996.58,-42.36,-149.05,2.77,-2.25,2.99,14,66,266,0.03,-0.76,-0.01,-0.65,-6.48,-80.59,-167.70
9663788,1005.86,-55.79,-146.00,2.56,-2.31,2.85,14,66,266,0.03,-0.76,-0.01,-0.65,-7.29,-80.63,-166.61
9684840,998.17,-90.82,-152.95,3.64,-2.28,1.27,14,66,266,0.04,-0.76,-0.01,-0.65,-9.18,-80.58,-164.04
9705156,988.28,-81.42,-163.82,2.35,-1.85,1.69,14,66,266,0.04,-0.76,-0.01,-0.65,-10.55,-80.43,-162.18
9725520,1001.71,-54.20,-150.88,-0.30,-2.38,1.85,14,66,266,0.04,-0.76,-0.01,-0.65,-11.06,-80.34,-161.51
9745884,1008.42,-58.23,-142.58,-0.14,-2.66,0.65,14,66,266,0.04,-0.76,-0.01,-0.65,-11.34,-80.44,-161.16
9766252,995.48,-72.88,-160.03,1.58,-2.79,-0.22,14,66,266,0.04,-0.76,-0.01,-0.65,-11.95,-80.38,-160.34
9787340,992.92,-58.11,-172.49,0.25,-2.93,0.24,14,66,266,0.04,-0.76,-0.01,-0.65,-12.13,-80.24,-160.10
9807720,1002.20,-57.86,-151.73,-0.83,-3.25,-0.23,14,66,266,0.04,-0.76,-0.01,-0.65,-12.01,-80.19,-160.27
9828148,1003.05,-51.15,-124.27,1.08,-3.76,-1.01,14,66,266,0.04,-0.76,-0.01,-0.65,-11.89,-80.47,-160.44
9848560,1006.96,-72.51,-124.51,3.75,-4.30,-1.95,14,66,266,0.04,-0.76,-0.01,-0.65,-12.70,-80.70,-159.32
9868972,998.41,-68.73,-144.17,4.55,-4.26,-2.37,14,66,266,0.04,-0.76,-0.01,-0.65,-12.92,-80.72,-158.93
9889380,1004.52,-79.96,-145.02,2.64,-4.76,-2.06,14,66,266,0.04,-0.76,-0.01,-0.65,-13.38,-80.65,-158.27
9909804,995.61,-53.71,-149.78,-0.47,-5.23,-1.85,14,66,266,0.04,-0.76,-0.01,-0.65,-13.14,-80.59,-158.60
9930856,994.87,-40.77,-146.48,-3.59,-5.26,-1.34,14,66,266,0.04,-0.76,-0.01,-0.65,-12.43,-80.58,-159.61
9951188,1001.22,-9.03,-141.36,-3.65,-5.55,-1.95,14,66,266,0.04,-0.76,-0.01,-0.65,-10.95,-80.69,-161.68
9972284,992.80,-9.64,-154.42,-2.27,-5.52,-1.72,14,66,266,0.04,-0.76,-0.01,-0.65,-8.95,-80.76,-164.41
9989748,983.40,-19.41,-174.93,-2.78,-5.87,-0.66,14,66,266,0.04,-0.76,-0.01,-0.65,-7.90,-80.64,-165.87
10010788,987.30,11.47,-184.81,-8.37,-5.78,1.90,14,66,266,0.03,-0.76,-0.01,-0.65,-6.56,-80.39,-167.78
10031120,1004.27,-4.39,-172.00,-10.83,-6.01,2.38,14,66,266,0.03,-0.76,-0.01,-0.64,-5.38,-80.25,-169.58
10051508,984.86,-29.30,-187.38,-6.65,-5.33,0.18,14,66,266,0.03,-0.76,-0.01,-0.64,-5.01,-80.07,-170.22
10069020,976.81,-60.30,-211.55,-4.31,-4.68,0.53,14,66,266,0.03,-0.77,-0.01,-0.64,-5.31,-79.76,-169.89
10089376,987.18,-61.04,-214.48,-4.93,-4.91,1.30,14,66,266,0.03,-0.77,-0.01,-0.64,-5.93,-79.39,-169.14
10109716,987.43,-38.09,-186.52,-8.07,-5.28,2.04,14,66,266,0.03,-0.77,-0.01,-0.64,-6.17,-79.19,-168.95
10130788,987.06,-20.26,-181.52,-7.55,-5.49,1.43,14,66,266,0.03,-0.77,-0.01,-0.64,-5.99,-79.14,-169.32
10151136,990.23,-15.38,-189.09,-6.10,-5.03,1.41,14,66,266,0.03,-0.77,-0.01,-0.64,-5.45,-79.06,-170.13
10171488,985.60,-26.49,-204.71,-3.49,-4.13,0.91,14,66,266,0.03,-0.77,-0.01,-0.64,-5.06,-78.89,-170.69
10191860,981.32,-43.95,-208.01,-2.60,-3.63,0.53,14,66,266,0.03,-0.77,-0.01,-0.63,-5.15,-78.70,-170.58
10212220,975.10,-62.01,-216.31,-3.60,-3.00,1.37,14,66,266,0.03,-0.77,-0.01,-0.63,-5.65,-78.45,-169.92
10232640,979.98,-55.54,-208.74,-5.39,-2.98,1.75,14,66,266,0.03,-0.77,-0.00,-0.63,-6.23,-78.26,-169.19
10253100,998.17,-28.20,-187.87,-6.47,-2.88,1.17,14,66,266,0.03,-0.77,-0.00,-0.63,-6.09,-78.28,-169.45
10274240,992.68,-52.49,-188.84,-3.49,-2.49,-0.03,14,66,266,0.03,-0.77,-0.00,-0.63,-6.20,-78.37,-169.34
10305960,986.57,-58.96,-195.19,-2.59,-2.12,-0.32,14,66,266,0.03,-0.77,-0.00,-0.63,-7.00,-78.31,-168.24
10324308,982.91,-26.86,-205.81,-5.54,-1.39,0.41,14,66,266,0.03,-0.77,-0.00,-0.63,-6.89,-78.22,-168.42
10344704,992.43,-3.91,-187.38,-5.11,-1.53,0.17,14,66,266,0.03,-0.77,-0.00,-0.63,-5.97,-78.31,-169.70
10365048,989.01,-27.34,-184.81,-1.49,-1.37,-0.30,14,66,266,0.03,-0.77,-0.00,-0.63,-5.51,-78.45,-170.29
10386248,993.04,-58.35,-187.62,-0.15,-0.73,0.19,14,66,266,0.03,-0.77,-0.00,-0.63,-5.74,-78.49,-169.91
10406704,994.87,-59.08,-184.33,-0.82,-0.84,-0.03,14,66,266,0.03,-0.77,-0.00,-0.63,-6.51,-78.55,-168.82
10427080,992.68,-58.47,-189.33,-1.46,-0.47,-0.14,14,66,266,0.03,-0.77,-0.00,-0.63,-6.94,-78.57,-168.22
10447472,987.43,-55.66,-191.65,-1.88,-0.34,-0.02,14,66,266,0.03,-0.77,-0.00,-0.63,-7.37,-78.57,-167.61
10467876,988.40,-22.83,-187.01,-2.01,-0.48,0.47,14,66,266,0.03,-0.77,-0.00,-0.63,-7.04,-78.63,-168.04
10488252,996.58,-22.34,-174.32,-0.55,-0.60,-0.01,14,66,266,0.03,-0.77,-0.00,-0.64,-6.47,-78.79,-168.77
