t,ax,ay,az,gx,gy,gz,m1,m2,m3,q0,q1,q2,q3,y,p,r
46716108,1071.53,-135.74,-191.77,-21.93,5.84,20.71,14,66,266,0.08,-0.78,0.03,-0.62,-24.01,-73.73,-143.63
46736664,978.39,-192.38,-168.09,-15.48,14.63,20.26,14,66,266,0.08,-0.78,0.03,-0.62,-25.92,-74.04,-141.52
46757288,1001.22,-276.73,-176.27,-15.23,21.42,20.08,14,66,266,0.09,-0.77,0.04,-0.62,-29.36,-73.96,-137.26
46777940,924.07,-431.52,-163.70,-21.99,24.48,18.65,14,66,266,0.10,-0.77,0.05,-0.63,-33.72,-73.41,-131.82
46799132,724.61,-927.73,144.29,-37.49,9.77,0.60,14,66,266,0.10,-0.76,0.06,-0.63,-38.04,-72.87,-126.63
46819540,452.64,-1091.43,145.75,-31.19,1.80,-25.17,14,66,266,0.10,-0.76,0.07,-0.64,-40.01,-72.44,-124.58
46840104,192.99,-800.90,-80.57,-1.04,-12.77,-59.52,14,66,266,0.11,-0.76,0.07,-0.63,-39.82,-72.23,-124.72
46860596,383.18,-513.06,-185.67,8.51,-16.31,-68.81,14,66,266,0.11,-0.77,0.07,-0.63,-38.52,-71.89,-126.03
46881160,1999.94,1766.72,-767.46,84.62,15.70,-64.69,14,66,266,0.10,-0.77,0.05,-0.63,-32.73,-73.22,-132.48
46902576,1945.31,578.37,-135.50,5.94,-7.17,-20.63,14,66,266,0.09,-0.77,0.03,-0.63,-29.13,-75.25,-136.47
46923116,500.12,-58.47,-224.98,19.59,-22.74,-1.99,14,66,266,0.09,-0.77,0.02,-0.63,-25.31,-75.47,-141.30
46943620,65.67,-395.26,-275.76,42.05,-2.97,-1.99,14,66,266,0.10,-0.78,0.02,-0.62,-27.00,-74.02,-138.18
46964040,373.78,-90.33,-346.07,19.19,12.00,-8.75,14,66,266,0.10,-0.78,0.02,-0.62,-25.85,-73.21,-139.22
46984528,1645.39,-48.34,-135.13,-10.23,11.72,39.52,14,66,266,0.10,-0.78,0.02,-0.62,-26.16,-74.15,-139.21
47005184,1700.81,18.19,-136.60,-16.78,-3.04,35.19,14,66,266,0.09,-0.77,0.02,-0.63,-27.39,-75.00,-138.12
47022956,838.38,163.82,-261.23,-8.77,-6.53,-2.67,14,66,266,0.08,-0.77,0.02,-0.63,-24.57,-75.41,-142.19
47043412,774.90,64.33,-232.67,-5.01,1.37,8.40,14,66,266,0.08,-0.78,0.01,-0.63,-21.57,-75.63,-146.44
47063760,996.70,-61.16,-220.83,-2.96,-1.04,32.71,14,66,266,0.08,-0.78,0.02,-0.62,-21.54,-75.59,-146.73
47084236,1101.07,-53.34,-255.00,-7.33,-2.12,30.82,14,66,266,0.07,-0.78,0.02,-0.62,-21.60,-75.42,-146.93
47101976,1119.63,-123.54,-201.05,-19.88,-1.97,24.48,14,66,266,0.07,-0.78,0.02,-0.62,-22.08,-75.48,-146.70
47122588,1032.47,-140.01,-177.61,-20.20,0.34,23.76,14,66,266,0.07,-0.78,0.03,-0.63,-23.69,-75.62,-145.02
47143180,983.89,-185.91,-207.89,-15.57,10.25,24.57,14,66,266,0.07,-0.77,0.03,-0.63,-25.46,-75.40,-143.05
47163828,984.86,-279.66,-177.61,-12.59,15.86,23.96,14,66,266,0.08,-0.77,0.04,-0.63,-28.92,-74.99,-138.68
47184472,890.38,-362.67,-149.66,-13.35,18.08,20.72,14,66,266,0.09,-0.77,0.05,-0.63,-33.02,-74.27,-133.40
47205760,812.01,-400.39,-118.29,-20.96,16.23,18.39,14,66,266,0.10,-0.76,0.06,-0.63,-37.10,-73.37,-128.23
47226332,796.02,-433.47,-54.08,-25.98,12.60,15.33,14,66,266,0.10,-0.76,0.07,-0.64,-40.86,-72.43,-123.57
47246824,735.47,-450.32,11.11,-26.18,2.31,5.59,14,66,266,0.11,-0.76,0.08,-0.64,-44.12,-71.66,-119.55
47267216,665.04,-537.23,25.76,-18.25,-7.85,-6.00,14,66,266,0.12,-0.75,0.09,-0.64,-46.25,-70.84,-116.87
47287572,532.84,-678.47,11.23,4.85,-19.49,-31.11,14,66,266,0.12,-0.75,0.09,-0.64,-46.93,-70.13,-115.72
47308044,537.72,-695.68,18.31,29.33,-22.64,-49.72,14,66,266,0.13,-0.75,0.09,-0.64,-46.86,-69.70,-115.00
47328592,748.41,-556.40,-127.32,64.93,-22.89,-74.94,14,66,266,0.14,-0.75,0.08,-0.64,-45.90,-69.58,-114.69
47350020,1999.94,1999.94,-1098.51,138.34,48.37,-70.57,14,66,266,0.14,-0.76,0.06,-0.64,-42.00,-71.28,-117.74
47370692,1999.94,1291.63,-93.51,12.37,21.34,-36.81,14,66,266,0.13,-0.75,0.04,-0.65,-41.60,-73.87,-117.19
47391280,427.73,-78.00,-285.03,-11.54,-28.41,24.19,14,66,266,0.13,-0.76,0.03,-0.64,-37.85,-74.08,-122.49
47408928,71.53,-481.32,-314.33,-0.14,-16.95,33.16,14,66,266,0.13,-0.76,0.04,-0.63,-37.72,-72.19,-122.79
47430012,316.53,88.26,-339.84,-0.24,14.94,2.71,14,66,266,0.14,-0.77,0.05,-0.62,-36.59,-70.90,-124.35
47447548,1335.08,192.02,-168.46,-4.07,18.24,44.61,14,66,266,0.13,-0.77,0.04,-0.63,-36.08,-71.60,-125.36
47468052,1999.88,-176.27,-162.84,-5.81,6.39,83.05,14,66,266,0.13,-0.76,0.05,-0.63,-38.11,-71.78,-123.06
47485716,1114.01,-189.70,-264.89,-27.08,-2.74,11.99,14,66,266,0.13,-0.76,0.05,-0.63,-38.05,-71.65,-123.69
47506180,732.42,-43.70,-208.86,-28.79,-0.56,-6.55,14,66,266,0.12,-0.77,0.05,-0.63,-36.19,-72.06,-126.87
47547012,934.20,-89.36,-180.18,-24.65,-1.90,24.48,14,66,266,0.10,-0.77,0.05,-0.63,-34.23,-72.82,-130.72
47568016,1009.16,-438.60,-95.46,-28.90,4.58,20.77,14,66,266,0.11,-0.77,0.06,-0.63,-38.22,-72.17,-125.86
47589104,791.38,-422.73,-94.60,-28.86,5.90,13.21,14,66,266,0.12,-0.76,0.08,-0.63,-41.38,-71.14,-122.08
47609412,774.41,-360.72,-75.68,-25.80,8.32,13.19,14,66,266,0.12,-0.76,0.09,-0.63,-44.01,-70.21,-118.91
47629808,843.38,-261.47,-46.63,-10.89,8.62,5.93,14,66,266,0.13,-0.75,0.09,-0.64,-46.69,-70.33,-115.30
47650184,834.35,-222.66,-37.60,2.94,6.09,-1.75,14,66,266,0.13,-0.74,0.08,-0.65,-48.43,-71.25,-112.65
47670484,796.39,-343.99,-81.18,17.37,2.68,-11.57,14,66,266,0.13,-0.74,0.08,-0.65,-49.18,-71.31,-111.09
47690872,796.39,-631.47,104.25,20.65,-5.47,-24.69,14,66,266,0.14,-0.74,0.08,-0.66,-51.02,-70.80,-107.97
47711284,652.34,-896.73,88.01,32.61,-18.43,-55.62,14,66,266,0.15,-0.74,0.08,-0.66,-51.26,-70.56,-106.82
47732384,557.13,-792.11,-160.64,52.76,-26.67,-84.99,14,66,266,0.15,-0.74,0.07,-0.65,-50.18,-70.55,-107.04
47750080,773.68,668.46,-817.26,96.43,-5.47,-86.78,14,66,266,0.15,-0.74,0.05,-0.65,-46.50,-71.54,-110.65
47770592,1999.94,1999.94,-389.77,58.88,45.67,-49.40,14,66,266,0.15,-0.74,0.03,-0.66,-45.54,-74.14,-110.26
47788524,954.96,224.85,-171.88,-25.08,-28.44,3.01,14,66,266,0.14,-0.74,0.02,-0.66,-43.71,-75.33,-113.23
47809068,278.08,-335.21,-215.45,-5.02,-20.81,24.12,14,66,266,0.14,-0.75,0.03,-0.65,-40.93,-74.29,-117.31
47829680,10.99,-160.16,-434.33,15.92,2.68,-10.64,14,66,266,0.14,-0.75,0.03,-0.64,-39.60,-72.87,-118.77
47850172,724.73,151.00,-303.10,-5.59,22.41,7.15,14,66,266,0.14,-0.76,0.03,-0.64,-37.60,-73.23,-121.68
47870672,1879.03,-71.04,-131.96,-13.48,3.82,71.59,14,66,266,0.13,-0.75,0.03,-0.64,-39.16,-73.61,-120.17
47892032,1024.17,-56.27,-211.18,-24.98,-6.56,7.23,14,66,266,0.13,-0.76,0.04,-0.64,-38.85,-73.70,-121.29
47912512,697.02,-77.15,-151.25,-24.45,-0.80,-11.38,14,66,266,0.12,-0.76,0.03,-0.64,-36.70,-74.30,-124.79
47933768,889.53,-92.77,-108.15,-23.82,0.35,19.98,14,66,266,0.11,-0.76,0.03,-0.64,-36.01,-74.97,-126.39
47954256,1094.48,-118.53,-114.14,-19.97,-2.04,37.44,14,66,266,0.10,-0.76,0.04,-0.64,-36.71,-75.34,-126.03
47974912,1150.51,-109.62,-121.34,-13.05,-2.77,22.85,14,66,266,0.10,-0.76,0.04,-0.65,-36.86,-75.82,-126.25
47996304,990.72,-169.92,-161.25,3.60,4.29,10.76,14,66,266,0.10,-0.75,0.03,-0.65,-36.74,-76.24,-126.56
48016804,984.25,-253.54,-184.81,8.90,11.22,12.17,14,66,266,0.10,-0.75,0.04,-0.65,-37.45,-75.86,-125.51
48037352,1021.97,-358.64,-183.72,-1.88,15.02,10.06,14,66,266,0.11,-0.75,0.04,-0.65,-39.22,-75.14,-123.15
48057920,977.78,-351.07,-155.52,-14.44,12.88,7.10,14,66,266,0.11,-0.75,0.05,-0.65,-41.05,-74.42,-120.96
48078372,868.53,-317.26,-136.96,-27.85,8.40,8.90,14,66,266,0.11,-0.75,0.06,-0.65,-42.58,-73.73,-119.42
48099568,807.98,-544.68,8.42,-31.11,0.86,0.62,14,66,266,0.12,-0.75,0.07,-0.65,-44.93,-72.74,-116.81
48119924,695.92,-800.05,32.96,-25.24,-8.83,-18.00,14,66,266,0.12,-0.75,0.08,-0.65,-46.64,-71.91,-114.90
48141116,425.29,-999.51,-53.10,0.56,-15.43,-59.80,14,66,266,0.12,-0.75,0.08,-0.65,-46.49,-71.50,-115.01
48161656,368.41,-852.42,-209.59,19.88,-18.69,-85.74,14,66,266,0.13,-0.75,0.07,-0.64,-45.09,-71.52,-116.29
48182236,1999.94,1999.94,-546.51,62.43,17.32,-67.98,14,66,266,0.12,-0.75,0.05,-0.65,-40.98,-74.05,-120.23
48203716,1684.45,213.99,195.92,-49.29,-10.51,-12.12,14,66,266,0.10,-0.75,0.04,-0.65,-39.59,-76.00,-122.49
48224408,517.33,-203.49,44.43,-25.36,-32.80,-7.87,14,66,266,0.10,-0.75,0.04,-0.65,-39.42,-76.69,-123.35
48244952,10.50,16.97,-170.04,44.20,1.97,-25.59,14,66,266,0.10,-0.75,0.04,-0.65,-38.89,-75.75,-123.40
48265336,598.14,280.40,-349.61,53.61,12.30,-0.09,14,66,266,0.10,-0.76,0.03,-0.65,-34.99,-76.36,-127.61
48285864,1739.26,-69.95,-257.69,18.88,6.13,31.97,14,66,266,0.10,-0.75,0.02,-0.65,-34.63,-76.70,-127.71
48303620,1222.66,22.46,-241.46,-5.04,-6.42,-6.08,14,66,266,0.10,-0.76,0.02,-0.65,-32.89,-77.10,-130.14
48324064,627.08,199.46,-260.62,-18.35,-3.11,-2.52,14,66,266,0.09,-0.76,0.01,-0.64,-28.12,-77.56,-136.85
48341776,847.29,110.72,-206.91,-28.43,0.91,23.96,14,66,266,0.08,-0.76,0.01,-0.64,-25.62,-77.70,-140.77
48363120,1205.32,30.40,-185.91,-30.10,-0.52,39.80,14,66,266,0.07,-0.76,0.01,-0.64,-24.63,-78.00,-142.92
48383696,1209.96,-73.00,-192.63,-31.77,-2.36,39.67,14,66,266,0.07,-0.76,0.02,-0.64,-25.05,-77.98,-143.14
48404292,1053.83,-171.39,-151.61,-29.94,-1.87,33.88,14,66,266,0.07,-0.76,0.03,-0.64,-27.57,-77.52,-140.45
48424980,1068.12,-146.12,-118.77,-20.35,1.66,28.78,14,66,266,0.07,-0.76,0.03,-0.64,-30.43,-77.46,-137.05
48445656,1146.61,-63.72,-119.14,-5.29,4.04,23.05,14,66,266,0.07,-0.76,0.03,-0.65,-30.82,-78.06,-136.63
48487556,1102.29,-227.78,-107.42,-6.56,5.59,20.97,14,66,266,0.07,-0.75,0.04,-0.66,-36.87,-77.98,-128.58
48508876,816.65,-465.82,-64.09,-9.12,8.96,14.07,14,66,266,0.08,-0.75,0.05,-0.65,-40.05,-76.73,-124.44
48529284,706.91,-695.31,89.23,-13.04,-0.16,4.40,14,66,266,0.09,-0.75,0.06,-0.66,-43.74,-75.84,-119.66
48549672,437.13,-818.60,-51.15,-0.84,-5.23,-20.74,14,66,266,0.10,-0.75,0.06,-0.66,-45.16,-74.92,-117.76
48570928,373.41,-620.12,-71.66,14.59,-10.64,-49.93,14,66,266,0.10,-0.75,0.07,-0.65,-45.29,-74.25,-117.17
48591532,562.87,-521.24,-31.62,19.41,-12.90,-67.69,14,66,266,0.11,-0.75,0.06,-0.65,-45.02,-74.07,-116.92
48612072,914.18,121.58,-536.25,45.07,-15.67,-87.71,14,66,266,0.11,-0.75,0.05,-0.65,-42.33,-74.69,-119.56
48632680,1999.94,1999.94,-515.26,60.42,27.54,-73.78,14,66,266,0.10,-0.75,0.03,-0.65,-37.56,-77.29,-124.50
48653384,1146.61,287.84,-135.62,-17.68,-20.55,7.91,14,66,266,0.09,-0.75,0.02,-0.65,-34.10,-78.42,-129.45
48674732,216.43,-468.38,-147.46,25.07,-12.86,9.39,14,66,266,0.09,-0.76,0.02,-0.65,-33.80,-77.17,-129.88
48695268,50.90,-92.41,-334.84,44.46,2.69,-21.87,14,66,266,0.10,-0.76,0.02,-0.64,-32.71,-76.00,-130.46
48715684,1109.13,158.20,-265.01,16.02,16.53,29.62,14,66,266,0.10,-0.76,0.02,-0.64,-30.29,-76.39,-133.37
48736332,1758.30,-42.11,-213.01,-6.60,6.29,63.18,14,66,266,0.10,-0.76,0.02,-0.64,-31.45,-76.63,-132.14
48756852,1142.94,79.71,-241.94,-33.96,-5.40,7.87,14,66,266,0.09,-0.76,0.02,-0.64,-29.74,-76.83,-135.21
48778120,726.07,78.37,-200.93,-35.26,0.59,14.46,14,66,266,0.08,-0.77,0.02,-0.64,-26.21,-77.20,-140.75
48798616,845.58,-47.97,-143.68,-34.02,1.30,36.89,14,66,266,0.07,-0.77,0.02,-0.64,-25.63,-77.18,-142.36
48819044,1168.82,-145.26,-122.80,-24.61,-1.34,41.46,14,66,266,0.07,-0.76,0.03,-0.64,-28.62,-77.24,-138.98
48839728,1235.47,-155.76,-111.21,-16.24,-1.47,30.11,14,66,266,0.07,-0.76,0.03,-0.65,-31.44,-77.56,-135.54
48857604,1043.70,-182.50,-132.45,0.21,3.45,20.49,14,66,266,0.07,-0.76,0.04,-0.65,-33.43,-77.65,-132.86
48878176,984.01,-256.23,-149.66,5.40,9.67,18.98,14,66,266,0.08,-0.75,0.04,-0.65,-35.72,-77.10,-129.65
48898660,988.77,-391.60,-139.77,-1.38,11.93,14.65,14,66,266,0.09,-0.75,0.05,-0.65,-39.09,-76.17,-125.06
48919136,924.68,-393.07,-122.44,-12.75,9.10,12.15,14,66,266,0.10,-0.75,0.06,-0.65,-41.93,-75.13,-121.38
48939656,804.32,-326.90,-89.84,-26.64,3.49,16.70,14,66,266,0.10,-0.75,0.07,-0.65,-44.17,-74.05,-118.74
48960132,776.00,-402.83,1.59,-26.92,-0.84,14.92,14,66,266,0.11,-0.75,0.08,-0.65,-47.29,-72.95,-114.91
48980524,680.42,-623.29,42.24,-9.60,-10.86,-8.44,14,66,266,0.12,-0.74,0.08,-0.65,-49.18,-71.99,-112.47
49001668,526.37,-578.86,-62.87,29.27,-14.78,-42.21,14,66,266,0.13,-0.74,0.09,-0.65,-49.67,-71.20,-111.32
49022240,584.84,-461.18,-115.97,45.16,-12.89,-56.47,14,66,266,0.13,-0.74,0.08,-0.65,-48.90,-70.77,-111.24
49042896,909.18,-320.07,-193.36,49.41,-11.97,-67.05,14,66,266,0.14,-0.75,0.07,-0.65,-47.35,-71.11,-112.07
49063528,1696.04,1045.53,-637.70,74.23,13.26,-60.51,14,66,266,0.13,-0.75,0.05,-0.65,-43.76,-73.04,-115.53
49084224,1884.28,937.50,-135.86,-28.27,-1.98,-0.21,14,66,266,0.12,-0.75,0.04,-0.65,-42.52,-74.77,-117.36
49105520,416.50,-133.18,-128.42,-18.09,-17.45,23.06,14,66,266,0.11,-0.75,0.04,-0.65,-40.22,-75.10,-121.17
49126076,171.88,-81.30,-251.95,11.15,-4.66,3.65,14,66,266,0.12,-0.76,0.05,-0.64,-38.97,-73.75,-122.82
49146448,717.29,307.50,-229.98,14.66,20.01,19.74,14,66,266,0.11,-0.76,0.04,-0.64,-36.50,-74.48,-125.98
49167044,1505.25,69.70,-166.75,15.55,14.26,71.51,14,66,266,0.11,-0.76,0.04,-0.64,-37.37,-74.89,-124.77
49187628,1400.88,-219.12,-213.62,-2.09,-0.36,42.08,14,66,266,0.11,-0.76,0.04,-0.64,-38.77,-74.46,-123.04
49208904,819.58,-154.42,-170.41,-13.32,-2.87,4.04,14,66,266,0.11,-0.76,0.04,-0.64,-37.96,-74.49,-124.44
49229424,840.21,-170.90,-148.68,-9.93,-6.45,20.21,14,66,266,0.11,-0.76,0.04,-0.64,-37.50,-74.24,-125.35
49249956,1106.32,-225.59,-136.84,6.08,-7.68,38.43,14,66,266,0.11,-0.76,0.05,-0.64,-38.37,-73.91,-124.21
49270512,1179.32,-316.04,-137.82,13.30,-5.79,26.21,14,66,266,0.12,-0.76,0.05,-0.64,-39.90,-73.50,-121.95
49291064,1014.28,-417.97,-118.90,21.11,-2.41,4.88,14,66,266,0.13,-0.75,0.05,-0.64,-41.95,-72.70,-118.77
49311596,916.63,-402.47,-130.13,23.54,-0.73,1.24,14,66,266,0.14,-0.75,0.06,-0.64,-43.26,-71.83,-116.51
49329304,919.80,-347.66,-163.33,21.53,-0.62,1.01,14,66,266,0.14,-0.75,0.06,-0.64,-43.55,-71.30,-115.76
49349780,940.92,-371.58,-102.91,21.11,-2.21,-4.62,14,66,266,0.15,-0.75,0.06,-0.64,-44.16,-70.86,-114.55
49370284,838.38,-360.96,-36.87,32.07,-7.02,-18.02,14,66,266,0.16,-0.75,0.06,-0.64,-46.15,-70.58,-111.24
49390720,786.13,-335.08,-62.26,42.69,-8.03,-24.46,14,66,266,0.16,-0.74,0.06,-0.65,-47.20,-70.36,-109.01
49411152,774.90,-314.58,-66.53,54.66,-8.39,-32.09,14,66,266,0.17,-0.74,0.05,-0.65,-47.55,-70.41,-107.55
49432388,766.60,-291.75,-95.09,56.14,-5.64,-36.83,14,66,266,0.18,-0.74,0.04,-0.65,-47.25,-70.68,-106.91
49464300,785.28,-316.28,-101.44,52.99,-4.53,-37.34,14,66,266,0.18,-0.74,0.03,-0.65,-46.36,-71.04,-106.75
49485584,772.95,47.12,-442.26,45.85,9.93,-48.85,14,66,266,0.18,-0.74,0.02,-0.65,-44.36,-71.59,-108.79
49506084,1999.94,757.08,-294.07,-4.17,28.06,-20.13,14,66,266,0.17,-0.74,0.01,-0.65,-43.69,-73.61,-109.49
49526756,1467.04,-117.43,-193.60,-36.92,-1.59,-16.69,14,66,266,0.15,-0.74,0.01,-0.65,-42.95,-75.07,-111.43
49547408,311.16,-566.28,-22.46,-25.49,10.64,-32.30,14,66,266,0.15,-0.74,0.02,-0.65,-43.58,-74.32,-111.38
49568804,433.72,-9.28,-78.86,23.65,24.14,2.59,14,66,266,0.16,-0.74,0.02,-0.66,-45.48,-74.03,-108.87
49589260,1306.03,249.15,-191.77,27.72,27.79,28.11,14,66,266,0.15,-0.74,0.01,-0.66,-45.73,-74.91,-108.28
49609972,1422.61,188.11,40.04,-6.30,16.66,-22.60,14,66,266,0.14,-0.73,0.01,-0.67,-46.54,-76.59,-107.47
49627748,742.92,212.40,49.44,-0.37,9.36,-28.45,14,66,266,0.13,-0.73,-0.00,-0.67,-46.58,-78.37,-107.62
49648996,773.93,103.27,24.05,19.03,15.14,4.10,14,66,266,0.13,-0.72,-0.01,-0.68,-47.08,-79.96,-106.85
49666700,1135.13,-110.11,66.16,28.88,17.23,6.18,14,66,266,0.12,-0.72,-0.02,-0.69,-51.23,-80.87,-101.29
49688016,1185.06,-352.29,39.55,30.40,8.38,-1.86,14,66,266,0.13,-0.71,-0.01,-0.69,-57.42,-80.39,-92.98
49705668,1073.12,-398.80,12.33,27.55,5.60,-6.13,14,66,266,0.14,-0.71,-0.01,-0.69,-58.88,-79.45,-90.84
49726196,1016.11,-344.60,-3.54,26.72,5.71,-8.12,14,66,266,0.14,-0.71,-0.00,-0.69,-59.65,-78.53,-89.60
49746712,1027.95,-235.84,-44.80,18.20,3.16,-7.26,14,66,266,0.15,-0.71,-0.00,-0.69,-59.38,-78.20,-89.91
49767928,1043.58,-111.33,-45.17,3.43,-1.75,-8.38,14,66,266,0.14,-0.71,-0.00,-0.69,-58.46,-78.63,-91.31
49788496,996.70,-27.83,-42.97,-0.19,-2.60,-8.93,14,66,266,0.13,-0.71,-0.01,-0.69,-57.39,-79.64,-93.03
49808932,945.92,40.77,-82.28,2.92,1.15,-8.62,14,66,266,0.12,-0.71,-0.01,-0.69,-55.64,-80.72,-95.60
49829340,944.82,116.58,-84.35,7.90,2.91,-7.39,14,66,266,0.12,-0.71,-0.02,-0.69,-53.71,-81.93,-98.26
49849772,973.88,150.88,-84.84,12.50,2.75,-3.36,14,66,266,0.11,-0.71,-0.03,-0.69,-51.45,-83.15,-101.26
49871036,967.16,104.61,-92.04,12.05,3.59,-1.95,14,66,266,0.10,-0.72,-0.03,-0.69,-47.90,-84.20,-105.95
49891580,975.46,110.47,-74.83,7.36,4.26,2.23,14,66,266,0.09,-0.72,-0.04,-0.69,-44.00,-85.09,-111.22
49912788,996.34,97.66,-61.65,2.49,4.02,7.81,14,66,266,0.09,-0.72,-0.04,-0.69,-40.70,-85.88,-115.90
49933152,971.80,138.55,54.81,4.46,4.67,9.28,14,66,266,0.08,-0.71,-0.05,-0.69,-39.30,-86.89,-118.03
49953540,1065.31,84.59,140.99,4.89,-2.24,13.48,14,66,266,0.07,-0.71,-0.05,-0.70,-49.71,-87.85,-104.48
49974880,1005.25,-205.44,-134.64,12.65,-1.89,2.51,14,66,266,0.08,-0.71,-0.04,-0.70,-58.93,-87.05,-92.59
49995516,976.44,-264.89,-224.85,12.79,0.85,4.38,14,66,266,0.08,-0.71,-0.04,-0.70,-51.35,-86.26,-102.50
50016108,995.36,-403.32,-109.86,-4.98,-0.08,14.38,14,66,266,0.09,-0.71,-0.03,-0.69,-50.06,-84.84,-104.35
50036684,1020.63,-361.08,4.27,-17.14,0.72,8.40,14,66,266,0.10,-0.71,-0.02,-0.69,-52.82,-83.35,-101.20
50057188,1035.28,-72.27,14.65,-16.46,1.17,0.92,14,66,266,0.09,-0.71,-0.01,-0.70,-56.66,-82.97,-96.89
50077644,1021.00,57.50,-21.24,-10.44,0.56,-1.98,14,66,266,0.09,-0.71,-0.01,-0.70,-56.08,-84.01,-98.13
50095288,974.12,101.32,8.67,0.70,0.12,-6.13,14,66,266,0.08,-0.71,-0.02,-0.70,-55.73,-85.18,-98.80
50115624,970.46,54.08,0.61,10.47,-0.01,-4.95,14,66,266,0.07,-0.71,-0.03,-0.70,-55.36,-86.40,-99.37
50135928,1011.11,-72.51,-64.58,17.98,-0.28,-2.08,14,66,266,0.07,-0.71,-0.03,-0.70,-51.01,-86.60,-104.98
50156424,1017.21,-161.99,-52.61,13.25,-0.91,-1.14,14,66,266,0.07,-0.71,-0.03,-0.70,-49.50,-85.98,-106.89
50177040,1009.16,-174.44,22.58,3.44,-2.59,0.08,14,66,266,0.08,-0.71,-0.02,-0.70,-53.50,-85.03,-101.75
50198340,1057.01,-130.98,16.85,3.59,-3.01,0.63,14,66,266,0.08,-0.71,-0.01,-0.70,-58.93,-84.38,-94.84
50218852,1040.41,-130.62,10.50,6.64,-3.14,0.90,14,66,266,0.08,-0.71,-0.01,-0.70,-60.70,-84.05,-92.65
50239336,986.57,-49.93,-41.38,7.72,-6.70,-2.12,14,66,266,0.08,-0.71,-0.01,-0.70,-58.34,-84.19,-95.81
50259724,989.14,-11.11,-51.88,8.42,-4.57,-2.14,14,66,266,0.08,-0.71,-0.01,-0.70,-54.84,-84.74,-100.43
50279972,999.15,-49.07,-81.30,11.73,-3.62,-1.45,14,66,266,0.07,-0.72,-0.02,-0.69,-51.09,-84.94,-105.34
50300268,983.64,-29.42,-114.75,12.69,-2.81,-1.43,14,66,266,0.07,-0.72,-0.02,-0.69,-46.04,-85.03,-111.92
50320596,957.64,59.08,-129.15,7.25,0.19,1.63,14,66,266,0.07,-0.72,-0.02,-0.69,-39.91,-85.30,-119.97
50340800,955.69,122.31,-141.36,0.48,1.24,5.33,14,66,266,0.06,-0.72,-0.03,-0.69,-32.60,-85.62,-129.72
50360972,962.89,207.15,-62.13,-11.01,1.82,10.76,14,66,266,0.06,-0.72,-0.03,-0.69,-24.30,-86.15,-141.00
50381872,1054.08,170.29,225.71,-17.77,-5.47,18.78,14,66,266,0.05,-0.72,-0.03,-0.69,-22.75,-87.21,-143.49
50413732,1100.71,25.27,212.65,-15.74,-5.10,19.93,14,66,266,0.05,-0.71,-0.02,-0.70,-53.24,-88.04,-104.05
50432008,911.62,-275.76,-234.13,11.12,-4.01,2.60,14,66,266,0.05,-0.71,-0.02,-0.70,-46.94,-87.11,-112.22
50452364,965.33,-304.81,-200.20,-0.56,-5.34,11.46,14,66,266,0.06,-0.72,-0.01,-0.69,-43.64,-85.88,-116.56
50472676,1014.77,-209.84,-26.49,-18.42,-7.48,6.94,14,66,266,0.06,-0.72,-0.00,-0.69,-46.40,-84.67,-113.31
50493800,1022.95,-75.07,8.67,-26.79,-8.16,3.33,14,66,266,0.06,-0.72,0.00,-0.69,-49.37,-84.29,-109.97
50514128,1047.61,-41.14,22.95,-25.34,-10.65,3.57,14,66,266,0.06,-0.72,0.00,-0.69,-51.38,-84.82,-107.87
50534540,1015.26,-42.60,30.03,-12.56,-10.68,-1.46,14,66,266,0.05,-0.71,0.00,-0.70,-55.78,-85.64,-102.38
50554964,976.20,-48.83,-28.08,-0.53,-9.22,-3.37,14,66,266,0.05,-0.71,-0.00,-0.70,-54.29,-85.91,-104.41
50575260,991.70,-41.26,-83.74,4.71,-9.35,0.50,14,66,266,0.05,-0.72,-0.00,-0.70,-46.99,-85.98,-113.93
50595480,1027.47,-182.01,-34.67,-2.70,-11.16,2.94,14,66,266,0.05,-0.72,0.00,-0.69,-46.27,-85.32,-114.88
50615944,1028.81,-378.78,-1.46,-9.16,-12.24,2.57,14,66,266,0.06,-0.72,0.01,-0.69,-49.77,-83.99,-110.39
50637180,1045.65,-249.76,20.02,-8.61,-13.41,0.76,14,66,266,0.07,-0.72,0.02,-0.69,-52.74,-82.71,-106.59
50657748,1050.42,-111.94,21.36,-5.06,-13.73,-3.52,14,66,266,0.07,-0.72,0.02,-0.69,-55.67,-82.58,-102.70
50678316,1007.45,-47.12,-21.12,3.04,-15.17,-7.96,14,66,266,0.06,-0.72,0.01,-0.69,-53.65,-83.43,-105.25
50698804,986.33,-58.47,-59.81,1.66,-16.09,-7.48,14,66,266,0.06,-0.72,0.01,-0.69,-49.20,-83.86,-111.01
50719200,974.49,6.84,-74.58,-10.52,-17.30,-3.40,14,66,266,0.06,-0.72,0.01,-0.69,-43.44,-84.21,-118.72
50736836,969.36,97.90,-92.53,-17.26,-18.01,1.05,14,66,266,0.05,-0.73,0.00,-0.68,-36.61,-84.61,-127.99
50758100,956.30,204.47,-106.57,-18.06,-18.33,6.73,14,66,266,0.04,-0.73,-0.00,-0.68,-26.59,-84.96,-141.61
50775928,970.70,212.52,-141.36,-14.95,-19.62,11.20,14,66,266,0.03,-0.73,-0.01,-0.68,-17.75,-84.94,-153.57
